Name	Set	ImageFile	CardName	Release	Info	Printable	Uniqueness	Type	Cost	Mission/ Dilemma Type	Affil	Class/ Species	Int/Rng	Cun/Wpn	Str/Shd	Points	Region	Quadrant	Span	Icons	Staff	Keywords	Characteristics/ Keywords	Requires	Persona	Command	Reports	Skills	Text
2106		1e/cardimages/premiere/shakawhenthewallsfell.gif	Shaka, When The Walls Fell	Premiere	U	No	Unique			Space/Planet													Tamarian-related dilemma						 Must have 2 Diplomacy + CUNNING>30 to communicate and proceed. 
2111		1e/cardimages/premiere/shelby.gif	Shelby	Premiere	R	No	Unique				Federation		6	7	4					[Cmd]			Support Personnel		Shelby				OFFICER Leadership Exobiology  
2115		1e/cardimages/premiere/shipseizure.gif	Ship Seizure	Premiere	C	No	Unique																	Tractor Beam					 If your ship has tractor beams, tow away (discard) any empty ship in the same orbit as your own ship (except empty ships at their outpost). 
2120		1e/cardimages/premiere/sirnakolrami.gif	Sirna Kolrami	Premiere	U	No	Unique				Federation		7	9	2					[Cmd]			Mission Specialist		Sirna Kolrami				V.I.P. Leadership  
2136		1e/cardimages/premiere/soren.gif	Soren	Premiere	U	No	Unique				Federation		6	6	3					[Stf]			Mission Specialist		Soren				SCIENCE Astrophysics  
2139		1e/cardimages/premiere/spacedock.gif	Spacedock	Premiere	C	No	Unique																						 Plays on outpost. Instantly repairs your damaged ships if they stop here. Also repairs non-aligned ships. 
2151		1e/cardimages/errata/Starfleet-Type-II-Phaser.jpg	Starfleet Type II Phaser	Premiere	C	No	Unique																hand weapon						 Federation and Non-Aligned use only. Each of your personnel present is STRENGTH +2. (Cumulative.) 
2159		1e/cardimages/premiere/staticwarpbubble.gif	Static Warp Bubble	Premiere	C	No	Unique																						 Plays on table. Opponent must discard one card before ending each turn. (Not cumulative.) 
2171		1e/cardimages/premiere/strategicdiversion.gif	Strategic Diversion	Premiere	U	Yes	Unique			Planet						30		Alpha	3										Treachery x3 + STRENGTH>30  
2174		1e/cardimages/premiere/studyholeinspace.gif	Study "Hole In Space"	Premiere	R	Yes	Unique			Space						35		Alpha	4										Leadership + Diplomacy + INTEGRITY>40  
2178		1e/cardimages/premiere/studylonkapulsar.gif	Study Lonka Pulsar	Premiere	R	Yes	Unique			Space						40		Alpha	2										Navigation + Astrophysics + Stellar Cartography  
2179		1e/cardimages/premiere/studynebula.gif	Study Nebula	Premiere	R	Yes	Unique			Space						35		Alpha	4				Nebula						Astrophysics + Stellar Cartography + CUNNING>40  
2180		1e/cardimages/premiere/studyplasmastreamer.gif	Study Plasma Streamer	Premiere	C	Yes	Unique			Space						30		Alpha	4										Astrophysics + Youth  
2182		1e/cardimages/premiere/studystellarcollision.gif	Study Stellar Collision	Premiere	C	Yes	Unique			Space						25		Alpha	3										Stellar Cartography  
2187		1e/cardimages/premiere/subspaceinterference.gif	Subspace Interference	Premiere	C	No	Unique																						 Prevents (nullifies) reception of {Incoming Message} OR {Hail} OR {Subspace Schism}. Both cards are discarded. 
2188		1e/cardimages/premiere/subspaceschism.gif	Subspace Schism	Premiere	U	No	Unique																						 Plays within five seconds of either players' card draw. That player must discard that card and re-draw. 
2192		1e/cardimages/premiere/subspacewarprift.gif	Subspace Warp Rift	Premiere	C	No	Unique																						 Plays crosswise on any spaceline location. Any ship passing over here without stopping incurs damage. 
2196		1e/cardimages/premiere/supernova.gif	Supernova	Premiere	R	No	Unique																						 You must have {Tox Uthat} on table. Place atop any mission. Everything there is destroyed (discarded), but leave Mission card underneath for span reference. 
2201		1e/cardimages/premiere/surveymission.gif	Survey Mission	Premiere	R	Yes	Unique			Space						35		Alpha	5				Nebula						Stellar Cartography + Physics  
2209		1e/cardimages/premiere/tachyondetectiongrid.gif	Tachyon Detection Grid	Premiere	C	No	Unique																						 Must have at least four of your ships in play to use. Play on any cloaked ship to detect its presence. Ship is forced to de-cloak for rest of turn. 
2212		1e/cardimages/premiere/tebok.gif	Tebok	Premiere	U	No	Unique				Romulan		5	7	9					[Cmd]					Tebok				OFFICER Diplomacy Leadership Navigation  
2216		1e/cardimages/premiere/telepathicalienkidnappers.gif	Telepathic Alien Kidnappers	Premiere	U	No	Unique																						 Plays on table. At end of each turn, guess a card type and point to a card in your opponent's hand. Card must be shown. If guessed correctly, card is discarded. 
2218		1e/cardimages/premiere/temporalcausalityloop.gif	Temporal Causality Loop	Premiere	R	No	Unique			Space						5													 Unless SCIENCE + CUNNING>35, undo your last 2 actions of this turn and end turn. Discard dilemma. 
2222		1e/cardimages/errata/Temporal-Rift.jpg	Temporal Rift	Premiere	U	No	Unique													[2]									 Plays on your ship. Ship disappears. When countdown expires, ship reappears here. 
2231		1e/cardimages/premiere/testmission.gif	Test Mission	Premiere	C	Yes	Unique			Space						25		Alpha	3										Physics + INTEGRITY>28  
2234		1e/cardimages/premiere/tetryonfield.gif	Tetryon Field	Premiere	C	No	Unique																						 Plays crosswise on any spaceline location. All ships must stop here before proceeding on next turn, unless Navigation aboard. 
2250		1e/cardimages/premiere/thedevil.gif	The Devil	Premiere	R	No	Unique																						 Destroys any one {Treaty} card on table OR one {Horga'hn} on table OR one {Wind Dancer}. 
2269		1e/cardimages/errata/The-Juggler.jpg	The Juggler	Premiere	U	No	Unique													[Ref]									 Choose any player to re-shuffle the cards in their draw deck. 
2286		1e/cardimages/premiere/thetravelertranscendence.gif	The Traveler: Transcendence	Premiere	U	No	Unique																						 Place beside any player's draw deck. That player must draw one extra card at the end of each turn. Also, while in play, nullifies {Static Warp Bubble}. (Not cumulative.) 
2293		1e/cardimages/premiere/timetravelpod.gif	Time Travel Pod	Premiere	R	No	Unique																						 Place in hand until played once as an Interrupt card on any ship. That ship travels into the future (disappears for up to 5 turns). Pre-announce the return time. 
2298		1e/cardimages/premiere/tobyrussell.gif	Toby Russell	Premiere	U	No	Unique				Federation		6	7	4					[Stf]			Mission Specialist		Toby Russell				MEDICAL Physics  
2300		1e/cardimages/premiere/tokath.gif	Tokath	Premiere	U	No	Unique				Romulan		6	7	6					[Stf]			Support Personnel		Tokath				OFFICER Anthropology Honor  
2303		1e/cardimages/premiere/tomalak.gif	Tomalak	Premiere	R	No	Unique				Romulan		6	7	9					[Cmd]			Support Personnel		Tomalak				OFFICER Diplomacy Leadership  
2308		1e/cardimages/premiere/toq.gif	Toq	Premiere	U	No	Unique				Klingon		6	5	6										Toq				CIVILIAN Leadership Computer Skill Youth  
2310		1e/cardimages/premiere/torak.gif	Torak	Premiere	U	No	Unique				Klingon		5	4	7								Governor, Support Personnel		Torak				V.I.P. Diplomacy Geology  
2311		1e/cardimages/errata/Toral.jpg	Toral	Premiere	U	No	Unique				Klingon		6	5	6					[Stf]			Support Personnel, High Council		Toral				V.I.P. Leadership Youth  
2313		1e/cardimages/premiere/toreth.gif	Toreth	Premiere	R	No	Unique				Romulan		5	8	7					[Cmd]					Toreth	Khazara			OFFICER Leadership Honor Navigation  
2318		1e/cardimages/premiere/toxuthat.gif	Tox Uthat	Premiere	R	No	Unique																						 Place in hand until played on table as an event ({supernova} can be played on later turn) OR as an Interrupt (prevents {supernova}). Discard after use. 
2319		1e/cardimages/errata/TPan.jpg	T'Pan	Premiere	U	No	Unique				Federation		8	9	4					[Stf]			Support Personnel		T'Pan				SCIENCE SCIENCE Mindmeld  
2332		1e/cardimages/premiere/transwarpconduit.gif	Transwarp Conduit	Premiere	U	No	Unique																						 Select a ship. It can move double range for this turn. 
2346		1e/cardimages/premiere/treatyfederationklingon.gif	Treaty: Federation/Klingon	Premiere	C	No	Unique																Federation treaty, Klingon treaty						 Plays on table. Your Federation and Klingon affiliations recognize this treaty. They can now mix and cooperate. 
2347		1e/cardimages/premiere/treatyfederationromulan.gif	Treaty: Federation/Romulan	Premiere	C	No	Unique																Federation treaty, Romulan treaty						 Plays on table. Your Federation and Romulan affiliations recognize this treaty. They can now mix and cooperate. 
2352		1e/cardimages/premiere/treatyromulanklingon.gif	Treaty: Romulan/Klingon	Premiere	C	No	Unique																Klingon treaty, Romulan treaty						 Plays on table. Your Romulan and Klingon affiliations recognize this treaty. They can now mix and cooperate. 
2354		1e/cardimages/premiere/tricorder.gif	Tricorder	Premiere	C	No	Unique																ENGINEER-related equipment, SCIENCE-related equipment						 Gives all of your ENGINEER-classification personnel the extra skill of SCIENCE where present. 
2360		1e/cardimages/errata/Tsiolkovsky-Infection.jpg	Tsiolkovsky Infection	Premiere	R	No	Unique			Space																			 Place aboard ship. It is now infected. Mission can continue, but all personnel, while aboard, lose their first-listed skill. Cure with 3 MEDICAL to discard. (Not cumulative.) 
2369		1e/cardimages/errata/Two-Dimensional-Creatures.jpg	Two-Dimensional Creatures	Premiere	U	No	Unique			Space																			 Place on ship. Empaths aboard are disabled. Ship can't move until SCIENCE and ENGINEER aboard, discarding dilemma and curing empaths. 
2371		1e/cardimages/premiere/ussbrittain.gif	U.S.S. Brittain	Premiere	R	No	Unique				Federation		6	5	6						[Stf]		Tractor Beam						 Tractor Beam 
2376		1e/cardimages/premiere/ussenterprise.gif	U.S.S. Enterprise	Premiere	R	No	Unique				Federation		9	8	9						[Cmd][Stf]		Tractor Beam, Holodeck						 Holodeck, Tractor Beam 
2384		1e/cardimages/premiere/usshood.gif	U.S.S. Hood	Premiere	R	No	Unique				Federation		7	6	7						[Stf]		Tractor Beam			Robert DeSoto			 Tractor Beam 
2389		1e/cardimages/premiere/ussphoenix.gif	U.S.S. Phoenix	Premiere	R	No	Unique				Federation		7	7	8						[Cmd][Stf]		Tractor Beam, Holodeck			Benjamin Maxwell			 Holodeck, Tractor Beam 
2397		1e/cardimages/premiere/usssutherland.gif	U.S.S. Sutherland	Premiere	U	No	Unique				Federation		7	7	7						[Stf][Cmd]		Holodeck, Tractor Beam			Data			 Holodeck, Tractor Beam 
2400		1e/cardimages/premiere/ussyamato.gif	U.S.S. Yamato	Premiere	R	No	Unique				Federation		8	8	8						[Cmd][Stf]		Tractor Beam, Holodeck			Donald Varley			 Holodeck, Tractor Beam 
2412		1e/cardimages/premiere/vagh.gif	Vagh	Premiere	U	No	Unique				Klingon		7	5	6								Governor, Support Personnel		Vagh				V.I.P. Diplomacy Anthropology  
2419		1e/cardimages/premiere/varontdisruptor.gif	Varon-T Disruptor	Premiere	R	No	Unique																hand weapon						 Use as Equipment. Doubles your personnel's STRENGTH where present. (Not cumulative.) 
2420		1e/cardimages/premiere/vash.gif	Vash	Premiere	R	No	Unique				Federation		3	8	4										Vash				CIVILIAN Archaeology Treachery Anthropology  
2441		1e/cardimages/errata/Vulcan-Mindmeld.jpg	Vulcan Mindmeld	Premiere	U	No	Unique																Vulcan-related interrupt						 Plays at any location. Each of your Mindmeld personnel there may select another of your personnel present and add that personnel's skills to their own until end of turn. 
2443		1e/cardimages/premiere/vulcanstoneofgol.gif	Vulcan Stone of Gol	Premiere	R	No	Unique																						 Place in hand until played as an Event card. Kills everyone in an Away Team without Youth OR CUNNING>7. Discard artifact. 
2446		1e/cardimages/premiere/warpcorebreach.gif	Warp Core Breach	Premiere	R	No	Unique																						 Plays on any ship, except {Borg ship}. Ship explodes at end of owner's next turn, unless ENGINEER aboard by then. Discard after use. 
2455		1e/cardimages/errata/Wesley-Crusher.jpg	Wesley Crusher	Premiere	R	No	Unique				Federation		6	8	5					[Stf]					Wesley Crusher				OFFICER Youth Computer Skill Navigation ENGINEER Astrophysics  
2462		1e/cardimages/premiere/wherenoonehasgonebefore.gif	Where No One Has Gone Before	Premiere	C	No	Unique																						 Plays on table. Allows all your ships to leave one end of the spaceline and enter the other end. 
2466		1e/cardimages/premiere/williamtriker.gif	William T. Riker	Premiere	R	No	Unique				Federation		8	7	7					[Cmd]			Cook		William T. Riker				OFFICER Diplomacy Leadership Navigation Honor Music  
2468		1e/cardimages/errata/Wind-Dancer.jpg	Wind Dancer	Premiere	R	No	Unique			Planet																			 To get past, {Lwaxana Troi} must be present OR at least one Away Team member must have: Youth OR Music OR STRENGTH>9. 
2470		1e/cardimages/premiere/worf.gif	Worf	Premiere	R	No	Unique				Federation		8	6	10					[Cmd]					Worf				SECURITY Honor Navigation Diplomacy  
2474		1e/cardimages/errata/Wormhole.jpg	Wormhole	Premiere	C	No	Unique																						 Requires two wormholes. Play one on your ship. Play the other at any location. Ship relocates to that location (and then is "stopped"). 
2476		1e/cardimages/premiere/wormholenegotiations.gif	Wormhole Negotiations	Premiere	R	Yes	Unique			Space						45		Alpha	4										Diplomacy x5 OR Honor x4 OR Treachery x4  
3476		1e/cardimages/premiere/betazoidgiftbox.gif	Betazoid Gift Box	Premiere	R	No	Unique																						 Immediately look through your draw deck for up to thirty seconds and choose three cards to place in your hand. Reshuffle draw deck and discard artifact. 
