Name	Set	ImageFile	Rarity	Release	Info	Type	Affil	Class	Int/Rng	Cun/Wpn	Str/Shd	Points	Region	Span	Icons	Staff	Species	Persona	Command	Reports	Text
% Three of Nineteen	main	threeofnineteen	C	FC	C	PERSONNEL	BORG		5	5	7				[Def][FC][DQ]		Borg/Humanoid				* Just  after stunning an opponsing personnel, may abduct and assimilate that adversary. * SECURITY  \DL/ Assimilation  Tubules
% Two of Eleven	main	twoofeleven	C	FC	C	PERSONNEL	BORG		5	7	5				[Nav][FC][DQ]		Borg/Klingon				* ENGINEER  * Transporter  Skill * Where  present, allows your tranporters to beam through opponent's SHIELDS.
% Two of Nineteen	main	twoofnineteen	C	FC	C	PERSONNEL	BORG		5	7	5				[Nav][FC][DQ]		Borg/Humanoid				* Navigation  * Stellar  Cartography * When  on your ship, may download one Transwarp doorway or interrupt in place of one card draw.
% Two of Seventeen	main	twoofseventeen	C	FC	C	PERSONNEL	BORG		7	5	5				[Com][FC][DQ]		Borg/Humanoid				* Your  Borg present with any [Com] Borg in this hive may add their CUNNING to total wherever there is another [Com] Borg in same hive. * Anthropology
% Dr. Royse	main	drroyse	C	FC	C	PERSONNEL	FEDERATION	SCIENCE	6	8	5				[FC]	(STF)	Human				SCIENCE * Archaeology
% E.M.H. Program	main	emhprogram	U	FC	U	PERSONNEL	FEDERATION	MEDICAL	5	8	5				[Holo][FC]		Holographic				MEDICAL * May  download from hand (suspending play) to your ship or outpost.   --- One per ship or outpost. Does not join Away Teams.
% Inge Eiger	main	ingeeiger	C	FC	C	PERSONNEL	FEDERATION	ENGINEER	8	4	5				[FC]	(STF)	Human				ENGINEER * Geology
% Joseph Travis	main	josephtravis	C	FC	C	PERSONNEL	FEDERATION	SECURITY	8	5	6				[FC]	(STF)	Human				SECURITY * Honor  * Youth
% Richard Wilkins	main	richardwilkins	C	FC	C	PERSONNEL	FEDERATION	SCIENCE	7	7	5				[FC]	(STF)	Human				SCIENCE * Stellar  Cartography
Admiral Hayes	main	admiralhayes	R	FC	R	PERSONNEL	FEDERATION	V.I.P.	7	6	4				[FC]	(CMD)	Human			Office of the President	V.I.P. * Each of your Federation ships at same location is WEAPONS +1 and SHIELDS
Alyssa Ogawa *FC	main	alyssaogawafc	R	FC	R	PERSONNEL	FEDERATION	MEDICAL	7	7	4				[FC]	(STF)	Human	Alyssa Ogawa			MEDICAL * Biology  * Exobiology  \DL/ Medical  Kit
Beverly Crusher *FC	main	beverlycrusherfc	R	FC	R	PERSONNEL	FEDERATION	MEDICAL	8-X	8-X	4				/Ent-E\[FC]		Human	Beverly Crusher			MEDICAL \DL/ Medical  Tricorder OR E.M.H. Program ---X=4 if your [Holo] MEDICAL present.
Data *FC	main	datafc	R	FC	R	PERSONNEL	FEDERATION	OFFICER	7	12	12				/Ent-E\[Nem,R,Gold][FC]		Human	Data	U.S.S. Sutherland		OFFICER * Astrophysics  * Computer  Skill x2 * ENGINEER  * Exobiology \DL/ Fractal  Encryption Code
Deanna Troi *FC	main	deannatroifc	R	FC	R	PERSONNEL	FEDERATION	OFFICER	8	7	4				/Ent-E\[FC]		Batazoid/Human	Deanna Troi			OFFICER * Diplomacy  * Empathy  * Navigation  * Once  per game, may "unstop" her Away Team.
Geordi La Forge *FC	main	geordilaforgefc	R	FC	R	PERSONNEL	FEDERATION	ENGINEER	7	8	6				/Ent-E\[FC]		Human	Geordi La Forge			ENGINEER * ENGINEER  * Computer  Skill * Physics  * Leadership  \DL/ Ocular  Implants
Hawk	main	hawk	U	FC	U	PERSONNEL	FEDERATION	OFFICER	7	6	7				[FC]	(STF)	Human				OFFICER * When  aboard, your ship may treat each nebula as if its span were reduced by 1 * Navigation  x2
Jean-Luc Picard *FC	main	jeanlucpicardfc	R	FC	R	PERSONNEL	FEDERATION	OFFICER	8	9	6				/Ent-E\[FC]		Human		U.S.S. Enterprise-E, U.S.S. Stargazer		OFFICER * Leadership  * Navigation  * Diplomacy  * Archaeology  \DL/ Sense  the Borg \DL/ Make  It So
Lightner	main	lightner	U	FC	U	PERSONNEL	FEDERATION	SECURITY	6	7	6				[FC]	(STF)	Human				SECURITY * Youth  * Astrophysics  \DL/ Starfleet  Type III Phaser Rifle
Lisa Azar	main	lisaazar	U	FC	U	PERSONNEL	FEDERATION	OFFICER	4	8	5				[FC]	(STF)	Human				OFFICER * Diplomacy  * Greed
Obarakeh	main	obarakeh	C	FC	C	PERSONNEL	FEDERATION	SECURITY	6	6	4				[FC]	(STF)	Human				SECURITY * Music  * Computer  Skill
Paul Porter	main	paulporter	R	FC	R	PERSONNEL	FEDERATION	ENGINEER	7	6	6				[FC]	(CMD)	Human				ENGINEER * Physics  * Geology  \DL/ Any  PADD * Computer  Skill
Reginald Barclay *FC	main	reginaldbarclayfc	R	FC	R	PERSONNEL	FEDERATION	ENGINEER	7	8	5				[FC]	(STF)	Human	Reginald Barclay			ENGINEER * Computer  Skill \DL/ Plexing * Doubles  Visit Cochrane Memorial where present.
Thomas McClure	main	thomasmcclure	U	FC	U	PERSONNEL	FEDERATION	SECURITY	6	7	8				[FC]	(CMD)	Human				SECURITY * Leadership  * Exobiology
William T. Riker *FC	main	williamtrikerfc	R	FC	R	PERSONNEL	FEDERATION	OFFICER	8	8	7				/Ent-E\[FC]		Human	William T. Riker			OFFICER * Leadership  x2 * Diplomacy  * Honor  * Music  \DL/ Anti-Matter  Spread
Worf *FC	main	worffc	R	FC	R	PERSONNEL	FEDERATION	OFFICER	8	7	10				[FC]	(CMD)	Klingon	Worf	U.S.S. Defiant		OFFICER * Honor  x2 * Leadership  * Navigation  \DL/ Assimilate  This!
Kathleen Tonell	main	kathleentonell	U	FC	U	PERSONNEL	NON-ALIGNED	CIVILIAN	7	6	3				[AU][FC]		Human			War Council	CIVILIAN * Anthropology
Lily Sloane	main	lilysloane	R	FC	R	PERSONNEL	NON-ALIGNED	CIVILIAN	6	6	5				[AU][FC]	(STF)	Human	Lily Sloane		War Council	CIVILIAN * ENGINEER  * Physics  \DL/ Auto-Destruct  Sequence * If  on Phoneix, meets two (STF) staffing requirements.
Sevek	main	sevek	U	FC	U	PERSONNEL	NON-ALIGNED	MEDICAL	7	6	7				[AU][FC]	(STF)	Vulcan				MEDICAL * Biology  * Geology  * Mindmeld
Solkar	main	solkar	R	FC	R	PERSONNEL	NON-ALIGNED	OFFICER	9	8	8				[AU][FC]	(CMD)	Vulcan		Vulcan Lander		OFFICER * Exobiology  * Mindmeld  \DL/ Live  Long and Prosper
T'Shonra	main	tshonra	U	FC	U	PERSONNEL	NON-ALIGNED	SCIENCE	7	8	4				[AU][FC]	(STF)	Vulcan				SCIENCE * Navigation  * Mindmeld  * Music  * Stellar  Cartography
Zefram Cochrane	main	zeframcochrane	R	FC	R	PERSONNEL	NON-ALIGNED	CIVILIAN	5	8	6				[AU][OCD][FC]	(CMD)	Human			War Council	CIVILIAN * ENGINEER  x2 * Computer  Skill * Astrophysics * May  play Visit Cochrane Memorial on same planet.
% Borg Cube	main	borgcube	U	FC	U	SHIP	BORG	BORG CUBE	8	24	24	45			[FC][DQ]	[Com][Nav][Nav][Def][Borg][Borg][Borg]					Your Borg personnel and equipment may report aboard. Tractor Beam
% Borg Scout Vessel	main	borgscoutvessel	C	FC	C	SHIP	BORG	BORG SCOUT VESSELL	7	4	4	5			[FC][DQ]	[Nav]					May report with crew to a Transwarp Network Gateway at any spaceline end (download doorway if necessary).
% Borg Sphere	main	borgsphere	C	FC	C	SHIP	BORG	BORG SPHERE	4	6	6	10			[FC][DQ]	[Nav][Nav]					May be reported aboard, carried aboard and launched from any of your Borg cubes.
Queen's Borg Cube	main	queensborgcube	R	FC	R	SHIP	BORG	BORG CUBE	9	24	24	50			[FC][DQ]	[Com][Nav][Nav][Def][Borg][Borg][Borg]			Borg Queen		WEAPONS and SHIELDS +3 at Earth. Your Borg personnel and equipment may report aboard. Tractor Beam
Queen's Borg Sphere	main	queensborgsphere	R	FC	R	SHIP	BORG	BORG SPHERE	5	6	6	15			[FC][DQ]	[Nav][Nav]			Borg Queen		May be reported aboard, carried aboard and launched from any of your Borg cubes. \DL/ Temporal Vortex
U.S.S. Bozeman	main	ussbozeman	U	FC	U	SHIP	FEDERATION	SOYUZ	5	8	7				[FC]		(CMD)		Morgan Bateson		WEAPONS and SHIELDS +2 vs. Borg ships and Borg Ship dilemma. Tractor Beam
U.S.S. Enterprise-E	main	ussenterprisee	R	FC	R	SHIP	FEDERATION	SOVEREIGN	10	9	10				[FC]	/Ent-E\/Ent-E\	(STF)		Jean-Luc Picard *FC		WEAPONS + 3 vs. Borg ships and Borg Ship dilemma. Holodeck, Tractor Beam
% Vulcan Lander	main	vulcanlander	U	FC	U	SHIP	NON-ALIGNED	SURVEY VESSEL	7	1	7				[AU][FC]	Vulcan			Solkar		May take off or land (uses 1 RANGE). Your Vulcans may report for duty here.  --- Has no transporters.
Phoenix	main	phoenix	R	FC	R	SHIP	NON-ALIGNED	PROTOTYPE WARP VESSEL	1	NO	1	10			[AU][FC]	[OCD]	(STF)(STF)		Zefram Cochrane		May take off and land once per game. Worth points while in orbit.  --- Holds three personnel. Has no transporters.
MONTANA MISSILE COMPLEX	main	montanamissilecomplex	R	FC	R	TIME LOCATION	Planet						2063 Earth		[FC]						Plays on table. Seed Phoenix beneath this location from outside the game (any Zefram Cochrane may acquire it later); Borg player may download Stop First Contact. Once Phoenix has taken off or Vulcan Lander has landed here, nullifies Stop First Contact. Native to this timeline: Zefram Cochrane, Lily Sloane, Phoenix, Vulcan Lander, Solkar, Sevek, T'Shonra and Kathleen Tonell.
THE CITY OF B'HALA	xlist	thecityofbhala	R	HA	1 R	ARTIFACT									[HA]						May seed only at Bajor. Use as Equipment card. If present where attempting a [Baj] mission, encounter seed cards in reverse order. (Immune to Disruptor Overload.)
PRIMITIVE HUMANOIDS	xlist_voy	primitivehumanoids	C	HA	8 C	DILEMMA	Planet								HA						Unless 2 Leadership and Anthropology present, place two Away Team members (random selection) with dilemma atop mission until solved (or planet assimilated).
TALOSIAN CAGE	xlist	talosiancage	U	HA	9 U	DILEMMA	Planet								HA						Unless 3 Empathy OR Christopher Pike present, opponent may choose to discard two females (random selection) OR male with most * icons. Discard dilemma.
EMERGENT LIFE-FORM	xlist	emergentlifeform	U	HA	7 U	DILEMMA	Space								[3][HA]						Place on ship. Now and start of each turn, opponent may move ship to another location (using its RANGE). If ship has Holodeck, cure with 2 ENGINEER and Astrophysics aboard.
ALICE	xlist_voy	alice	C	HA	2 C	DILEMMA	Space/Planet								HA						Unless 2 Computer Skill and Biology present, personnel with most Navigation (opponent's choice if tie or none) is captured. Discard dilemma.
CHULA: ECHOES	xlist	chulaechoes	C	HA	3 C	DILEMMA	Space/Planet								HA						To get past, three personnel present (random selection) are chosen. If the highest CUNNING among them is odd, all three are "stopped". Otherwise, discard dilemma.
CHULA: TRICKERY	xlist	chulatrickery	U	HA	4 U	DILEMMA	Space/Planet								HA						Opponent conceals your personnel, randomly selects one, and recites their attribute numbers. Unless you correctly identify the selected personnel, all are "stopped". Discard dilemma.
CYTOPLASMIC LIFE FORM	xlist_voy	cytoplasmiclifeform	U	HA	5 U	DILEMMA	Space/Planet								HA						Unless 3 Exobiology present, place on mission. Each of its skill requirements must be met by a different personnel when solving it.
DEJAREN	xlist_voy	dejaren	C	HA	6 C	DILEMMA	Space/Planet								HA						Two personnel (one [Holo] and one non-[Holo]) are killed (random selection) if their individual CUNNING<9. To get past requires 2 Computer Skill remaining. Cyrus Redblock/Murder related.
THE CLOWN: GUILLOTINE	xlist_voy	theclownguillotine	U	HA	10 U	DILEMMA	Space/Planet								HA						Unless 2 Diplomacy present, kills one personnel (random selection) and "stops" each personnel whose total attributes are lower than killed personnel until end of your next turn.
THE CLOWN: PLAYING DOCTOR	xlist_voy	theclownplayingdoctor	R	HA	11 R	DILEMMA	Space/Planet								HA						One personnel (random selection) and all others present who have the same first-listed skill are killed (only "stopped" if a [Holo] personnel present).
YOUR GALAXY IS IMPURE	otfban_voy	yourgalaxyisimpure	R	HA	12 R	DILEMMA	Space/Planet								HA						Place on mission. Now and start of each mission or scouting attempt here, kills one personnel present (opponent's choice). (Immune to Adapt: Negate Obstruction.) Species 8472 related.
HOLODECK DOOR	xlist	holodeckdoor	U	HA	13 U	DOORWAY									[HA]						Seeds (during facility phase) or plays on your ship (limit on per ship) or outpost, or on any headquarters. Adds Holodeck, and your compatible [Holo] cards may report aboard. OR Plays once each turn to download a Holoprogram or any [Holo] or [Bar] card; place doorway out-of-play. OR Plays at any time to prevent the deactivation of any one [Holo] personnel; discard doorway.
45 DOM PERIGNON	xlist	45domperignon	C	HA	14 C	EQUIPMENT									[Holo][HA]						May discard to download a unique ship to replace (discard) your % ship of same class here. Once per battle, your personnel present may stun an adversary they just engaged.
ABLATIVE ARMOR	xlist_voy	ablativearmor	C	HA	15 C	EQUIPMENT									[AU][HA]						While aboard your ship or facility, opponent's ATTACK total must be more than double that ship or facility's DEFENSE total to score a hit, and more than triple to score a direct hit.
SATAN'S ROBOT	xlist_voy	satansrobot	U	HA	16 U	EQUIPMENT									[Holo][HA]						Participates in battle like a personnel; has NO STRENGTH vs. a Borg or android adversary, otherwise STRENGTH=8. May capture any female or [Holo] adversary it stuns. (Unique.)
BYNARS DATA TRANSFER	xlist	bynarsdatatransfer	U	HA	17 U	EVENT									[HA]						Plays on table. Glance at the top five cards of your draw deck. Place them in any order on top of and/or beneath your draw deck, then place event beneath draw deck.
DOMINION WAR EFFORTS	xlist	dominionwarefforts	C	HA	18 C	EVENT									[HA]						Seeds or plays on table. Your Assign Support Personnel card is not discarded when used to download a [Dom] or [Car] "support personnel". (Immune to Kevin Uxbridge).
FERENGI FINANCIAL DATA NET	xlist	ferengifinancialdatanet	R	HA	19 R	EVENT									[HA]						Plays to discard your hand. Draw a card for each unique [Fer] Greed personnel you have in play. Discard event.
HOLO-PROJECTORS *HA	main_voy	holoprojectorsha	U	HA	20 U	EVENT									[HA]						Plays on a planet mission. [Holo] cards may exist on this planet.
OO-MOX	xlist_voy	oomox	C	HA	21 C	EVENT									[3][HA]						Plays on table, "stopping" all male Ferengi in play. Until countdown expires, doubles regular skills of all male Ferengi in play, and they are attributes all +2.
% Transwarp Hub	xlist_voy	transwarphub	R	HA	22 R	FACILITY	BORG	OUTPOST			68				[HA][DQ]						Seeds or plays at any nebula. Once each turn, your ship may move from here to any Transwarp Network Gateway, or vice versa.
CHILDREN OF LIGHT	xlist_voy	childrenoflight	C	HA	23 C	INCIDENT									[HA]						Seeds or plays on table. Your [Holo] personnel may mix and have no affiliation attack restrictions. OR Plays to capture all [Holo] personnel present with Iden, or (if he is aboard Olarra) all [Holo] personnel aboard one damaged ship at his location; discard incident.
CLONE MACHINE	otfban	clonemachine	R	HA	24 R	INCIDENT									[HA]						Seeds or plays on Mariposa, Boreth, a [Dom] facility, or an Infirmary. While you have Koroth OR a MEDICAL, Biology, or Exobiology personnel who has INTEGRITY<6 present, once each turn you may report to them (for free) a copy of any unique non-[Holo], non-android personnel that is in play. Once every turn, if your Vorta just died, you may suspend play to download any version of that persona here.
CYBERNETICS EXPERTISE	xlist_voy	cyberneticsexpertise	C	HA	25 C	INCIDENT									[HA]						Seeds or plays on table. Your androids report for free if Cybernetics present (one android per turn per Cybernetics skill), and may report to your personnel who has Cybernetics x2. Also, once each turn, you may exchange a card from hand for an android in your discard pile.
HOLOPROGRAM: 221B BAKER STREET	xlist	holoprogram221bbaker	C	HA	26 C	INCIDENT									[HA]						Seeds or plays on your ship or facility with a Holodeck. In place of your normal card play, you may download Sherlock Holmes (or any personnel with his name in lore) aboard. OR Seeds or plays on table. Once each turn, you may place a personnel here from hand. Personnel placed here add [Holo] icon to your copies of same personnel in play. You may discard any cards placed here at any time.
HOLOPROGRAM: DEADWOOD	xlist	holoprogramdeadwood	C	HA	27 C	INCIDENT									[HA]						Seeds or plays on your ship with a Holodeck. Sheriff Worf and Deputy Rozhenko may report aboard. If both aboard: location here is span +X for opponent (where X = number of your SECURITY personnel aboard, maximum 4), opponent must have more SECURITY here than you to initiate battle here, and, once each turn, Sheriff Worf may nullify any dilemma requiring SECURITY he just encountered here.
HOLOPROGRAM: NOAH'S MOUNTAIN RETREAT	xlist	holoprogramnoahsmountain	C	HA	28 C	INCIDENT									[HA]						Seeds or plays on any ship or facility with a Holodeck. You may report Secret Agent Julian Bashir (or any personnel with his name in lore) aboard. In place of your normal card play, you may download such a personnel aboard. Also, if your Transporter Skill aboard, at start of turn you may replace (discard) your Dr. Noah (or personnel with his name in lore) present by downloading a version of same persona.
HOLOPROGRAM: THE FORTRESS OF DOOM	otfban_voy	holoprogramthefortressof	C	HA	29 C	INCIDENT									[HA]						Seeds or plays on your ship with a Holodeck. Once each turn, you may download Chaotica (or any card with his name in lore) aboard. While Chaotica is aboard (and Captain Proton is not at same location), opponent may not attempt mission at this location unless they have a [Holo] personnel participating in the attempt.
HOLOPROGRAM: THE OFFICE OF DIXON HILL	xlist	holoprogramtheofficeof	C	HA	30 C	INCIDENT									[HA]						Seeds or plays on your ship with a Holodeck. In place of a card draw, you may download Felix Leech aboard. Also, your Cyrus Redblock may report aboard and, if he is aboard, once each turn you may request the "item". Place a card from hand face down on table. Opponent must choose: you may play it for free and draw a card OR you must place it out-of-play and score 5 points.
IN THE ZONE	main	RR13V-In-the-Zone	C	HA	31 C	INCIDENT									[Ref][HA]						Seeds or plays on table. If a non-Borg player scores more than 50 points during a single turn (including this turn), those points in excess of 50 do not count toward winning. While your score is exactly 50 points, each of your ships has double RANGE and SHIELDS. Also, nullifies End Transmission and Preparation, and each player may only call "Devidian Door" during their turn (and only once per turn).
JEM'HADAR SHROUDING	xlist	jemhadarshrouding	C	HA	32 C	INCIDENT									[HA]						Seeds or plays on table. During your turn, you may place here one or two Jem'Hadar from hand or in play here, then draw a card. (These Jem'Hadar are not in play.) OR Plays once every turn (for free) on an opponent's Away Team (unless it is on a homeworld). Initiate battle against that Away Team by playing up to an equal number of personnel to it from your Jem'Hadar Shrouding on table. Discard incident.
TONGO	xlist	tongo	R	HA	33 R	INCIDENT									[Hidden]						Plays on table. Once each turn, you may declare a move from the list below. Each player simultaneously reveals a bet from hand (a personnel card; yours must be Ferengi). Player with highest total attributes on bet is winner. Acquire. Winner: discard bet, then draw up to two cards. Confront. Winner: report bet. Loser: place bet on draw deck. Evade. Winner: place bet under draw deck. Loser: discard bet.
WHITE DEPRIVATION	main	RR22V-White-Deprivation	C	HA	34 C	INCIDENT									[Ref][HA]						Seeds or plays on table. At start of every players's turn, all of that player's [KW] personnel present together must battle (and stun or mortally wound when able) opposing non-changelings present, or (if none) any non- changelings present, or (if none) each other (split randomly into two equal groups). Also, one [KW] personnel in each of that player's crews and Away Teams dies (random selection).
ALL THREES	otfban	allthrees	U	HA	35 U	INTERRUPT									[HA]						Plays once each turn to reveal two sets of three cards from top of your draw deck. Take one set into hand; discard the other (opponent's choice unless you have any Data in play).
DATA, KEEP DEALING	otfban	datakeepdealing	U	HA	36 U	INTERRUPT									[HA]						Discard the top three cards of your draw deck, then place any three cards from your discard pile on top of your draw deck.
I'M A DOCTOR, NOT A BARTENDER	xlist_voy	imadoctornotabartender	C	HA	37 C	INTERRUPT									[HA]						Adds Anthropology to one MEDICAL personnel until end of turn. OR Downloads a bartender to replace (discard) your MEDICAL personnel in play (or vice versa).
I'VE BEEN WAITING FOR YOU	xlist	ivebeenwaitingforyou	U	HA	38 U	INTERRUPT									[HA]						Suspends play to exchange your [Holo] personnel in play with any other [Holo] personnel from your hand.
REMEMBER THE ALAMO	xlist	rememberthealamo	C	HA	39 C	INTERRUPT									[HA]						Randomly kills an opposing personnel in a personnel battle you just lost (limit once per battle). OR Once per game, plays on a planet to randomly kill a SECURITY personnel.
SMALL OVERSIGHT	xlist_voy	smalloversight	C	HA	40 C	INTERRUPT									[HA]						Plays on a [Holo] personnel who is not wearing a Mobile Holo-Emitter. [Holo] and (CMD) personnel present are each attributes all -3 and lose first-listed skill for rest of turn.
ESTABLISH HOME PLANET	xlist_voy	establishhomeplanet	U	HA	41 U	MISSION	Planet,Any Away Team may attempt mission.					30*	Ha'Dara	4	[HA](DQ)						Leadership + ENGINEER x2 + Computer Skill x2 * +25 if all personnel in Away Team are [Holo].
MINE GALLICITE	xlist_voy	minegallicite	C	HA	42 C	MISSION	Planet,Any Away Team may attempt mission.					30	Sakari colony	2	[HA](DQ)						ENGINEER + Geology + (Diplomacy OR Treachery + STRENGTH>40)
REPAIR MEMORIAL	main_voy	repairmemorial	U	HA	43 U	MISSION	Planet,Any Away Team may attempt mission.					40	Tarakis	3	[HA](DQ)						ENGINEER + Computer Skill + Honor x2   Personnel here are each attributes all -2.
TRANSPORT COLONISTS	xlist_voy	transportcolonists	C	HA	46 C	MISSION	Planet,Any Away Team may attempt mission.					35*	Enara Prime	3	[HA](DQ)						their home planet. Diplomacy + Honor + INTEGRITY>40   * +5 if Empathy or Mindmeld present.
SEAL RIFT	xlist_voy	sealrift	U	HA	44 U	MISSION	Space,Any crew may attempt mission.					35	Near Grid 986	3	[HA](DQ)						SCIENCE x2 + ENGINEER x2 OR Admiral Janeway    Until solved, [AU] ships may report here.
STUDY PROTONEBULA	xlist_voy	studyprotonebula	U	HA	45 U	MISSION	Space,Any crew may attempt mission.					30	Protonebula	4	[HA](DQ)						Astrophysics + Biology + Navigation Player: Once per game, you may download One to your ship here. Opponent: Once per game, you may download a [       Q] objective.
BAJORAN RESISTANCE CELL	xlist	bajoranresistancecell	U	HA	47 U	OBJECTIVE									[HA]						Seeds or plays on table. Once each turn, your [Baj] Resistance personnel may report for free to your [Baj] facility or ship or to any planet. Also, your Bajoran espionage cards may not be nullified. Once each turn, you may download a Bajoran espionage card to one of your unsolved missions (limit one per mission), then draw two cards if you have at least two [Baj] Resistance personnel in play.
HUNTING GROUP	xlist_voy	huntinggroup	C	HA	48 C	OBJECTIVE									[HA]						Seeds or plays on your non-[Hir] space mission with a point box. You may attempt it using these requirements: Alpha-Hirogen + [Hir] ship + (CUNNING + STRENGTH > mission points x3) When you solve mission, you may commandeer an opposing ship present (capturing opposing personnel aboard) if your total WEAPONS there > twice its SHIELDS. Discard objective.
ORBITAL BOMBARDMENT	xlist	orbitalbombardment	R	HA	49 R	OBJECTIVE									[HA]						Plays on your non-[Fed] ship. It is WEAPONS +4 against planet facilities, and may target landed ships in battle (those ships may not return fire). Also, if this ship is at a planet location at end of your turn (and has not battled this turn), you may probe: *: Targets hit. Kills up to two opposing personnel on planet (random selection). Opponent may counter-attack next turn.
Els Renora	xlist	elsrenora	U	HA	50 U	PERSONNEL	BAJORAN	V.I.P.	8	8	2				[HA]		Bajoran				V.I.P. * Law  x2 * MEDICAL  * Anthropology
Teero Anaydis	xlist_voy	teeroanaydis	R	HA	52 R	PERSONNEL	BAJORAN	CIVILIAN	3	9	7				[Maq][HA]	(CMD)	Bajoran			Chamber of Ministers	CIVILIAN * Treachery  * Exobiology  * MEDICAL  * Anthropology  * Computer  Skill
Iden	main_voy	idenbaj	R+	HA	51 R	PERSONNEL	BAJORAN/HIROGEN	V.I.P.	5	9	8				[Holo][HA][DQ]	(CMD)	Holographic		Olarra		V.I.P. * Leadership  * Anthropology  * Diplomacy  * Treachery  * Astrophysics \DL/ Children  of Light
Iden*	main_voy	idenhir	R+	HA	51 R*	PERSONNEL	BAJORAN/HIROGEN	V.I.P.	5	9	8				[Holo][HA][DQ]	(CMD)	Holographic		Olarra		V.I.P. * Leadership  * Anthropology  * Diplomacy  * Treachery  * Astrophysics \DL/ Children  of Light
% Vornar	xlist	vornar	C	HA	61 C	PERSONNEL	CARDASSIAN	SECURITY	8	7	7				[HA]	(STF)	Cardassian				SECURITY * Transporter  Skill * Biology  * Honor
Crell Moset	xlist_voy	crellmoset	R+	HA	53 R	PERSONNEL	CARDASSIAN	MEDICAL	3	8	5				[Holo][HA][DQ]	(STF)	Cardassian				MEDICAL * MEDICAL  * Exobiology  x2 * Treachery  * Once  each turn, may discard a personnel present to play a [Car] personnel and/or draw up to two cards.
Ekoor	xlist	ekoor	U	HA	55 U	PERSONNEL	CARDASSIAN	OFFICER	7	7	8				[HA]	(CMD)	Cardassian				OFFICER * Once  each turn, your % [Car] SECURITY may report for free where present. * Leadership  * Honor
Mila	xlist	mila	U	HA	58 U	PERSONNEL	CARDASSIAN	CIVILIAN	8	8	3				[HA]		Cardassian				CIVILIAN * MEDICAL  * Computer  Skill * Honor  \DL/ Any  Equipment card
Rusot	xlist	rusot	U	HA	59 U	PERSONNEL	CARDASSIAN	OFFICER	4	6	7				[HA]	(CMD)	Cardassian				OFFICER * Your  [Car] personnel with resistance in lore may report where present. * Treachery  * Astrophysics
Seskal	xlist	seskal	U	HA	60 U	PERSONNEL	CARDASSIAN	OFFICER	5	7	7				[HA]	(CMD)	Cardassian			Central Command	OFFICER * SCIENCE  * Stellar  Cartography * Anthropology
% Doran	xlist_voy	dorancar	C	HA	54 C	PERSONNEL	CARDASSIAN/HIROGEN	SECURITY	6	7	8				[Holo][HA][DQ]	(STF)	Holographic				SECURITY * Archaeology  * Transporter  Skill
% Doran*	xlist_voy	doranhir	C	HA	54 C*	PERSONNEL	CARDASSIAN/HIROGEN	SECURITY	6	7	8				[Holo][HA][DQ]	(STF)	Holographic				SECURITY * Archaeology  * Transporter  Skill
% Harath	xlist_voy	harathcar	C	HA	56 C	PERSONNEL	CARDASSIAN/HIROGEN	SCIENCE	6	8	7				[Holo][HA][DQ]	(STF)	Holographic				SCIENCE * Astrophysics  * Computer  Skill
% Harath*	xlist_voy	harathhir	C	HA	56 C*	PERSONNEL	CARDASSIAN/HIROGEN	SCIENCE	6	8	7				[Holo][HA][DQ]	(STF)	Holographic				SCIENCE * Astrophysics  * Computer  Skill
Kejal	main_voy	kejalcar	R+	HA	57 R	PERSONNEL	CARDASSIAN/HIROGEN	ENGINEER	8	8	4				[Holo][HA][DQ]	(STF)	Holographic				ENGINEER * Computer  Skill * Transporter  Skill * Honor  \DL/ Holo-projectors
Kejal*	main_voy	kejalhir	R+	HA	57 R*	PERSONNEL	CARDASSIAN/HIROGEN	ENGINEER	8	8	4				[Holo][HA][DQ]	(STF)	Holographic				ENGINEER * Computer  Skill * Transporter  Skill * Honor  \DL/ Holo-projectors
% Dar	main_voy	dardom	C	HA	62 C	PERSONNEL	DOMINION/HIROGEN	SECURITY	5	7	9				[Holo][HA][DQ]	(STF)	Holographic				SECURITY * Biology  * Stellar  Cartography
% Dar*	main_voy	darhir	C	HA	62 C*	PERSONNEL	DOMINION/HIROGEN	SECURITY	5	7	9				[Holo][HA][DQ]	(STF)	Holographic				SECURITY * Biology  * Stellar  Cartography
% Wodek'idan	xlist_voy	wodekidandom	C	HA	63 C	PERSONNEL	DOMINION/HIROGEN	OFFICER	6	8	9				[Holo][HA][DQ]	(STF)	Holographic				OFFICER * Physics  * Exobiology
% Wodek'idan*	xlist_voy	wodekidanhir	C	HA	63 C*	PERSONNEL	DOMINION/HIROGEN	OFFICER	6	8	9				[Holo][HA][DQ]	(STF)	Holographic				OFFICER * Physics  * Exobiology
% E.M.H.-Mark II	xlist_voy	emhmarkii	U	HA	66 U	PERSONNEL	FEDERATION	MEDICAL	5	8	5				[Holo][HA]		Holographic				MEDICAL * Biology  OR Exobiology (may use only one per turn). * May  report aboard U.S.S. Prometheus (for free).   --- One per ship or outpost.
% Sam Lavelle	xlist	samlavelle	C	HA	71 C	PERSONNEL	FEDERATION	OFFICER	7	7	7				[HA]	(STF)	Human				OFFICER * Navigation  * Computer  Skill \DL/ Lower  Decks
