Name	Set	ImageFile	Rarity	Release	Info	Type	Affil	Class	Int/Rng	Cun/Wpn	Str/Shd	Points	Region	Span	Icons	Staff	Species	Persona	Command	Reports	Text
Rotation Damage Marker (ENT)	main	VP10VP_ENT-RDM	VP	Virtual_Promo	10 VP	Rotation Damage Marker			*						[VP]						Requires two full turns to repair. Cloaking Device is offline. *If printed RANGE>5, it is reduced to 5. HULL -50%
Rotation Damage Marker (MOV I)	main	VP15VP_TMP-RDM	VP	Virtual_Promo	15 VP	Rotation Damage Marker									[VP]						Requires two full turns to repair. Cloaking Device is offline. *If printed RANGE>5, it is reduced to 5. HULL -50%
Rotation Damage Marker (MOV II)	main	VP16VP_TWoK-RDM	VP	Virtual_Promo	16 VP	Rotation Damage Marker									[VP]						Requires two full turns to repair. Cloaking Device is offline. *If printed RANGE>5, it is reduced to 5. HULL -50%
Rotation Damage Marker (MOV VII)	main	VP17VP_GEN-RDM	VP	Virtual_Promo	17 VP	Rotation Damage Marker									[VP]						Requires two full turns to repair. Cloaking Device is offline. *If printed RANGE>5, it is reduced to 5. HULL -50%
Rotation Damage Marker (MOV VIII)	main	VP18VP_FC-RDM	VP	Virtual_Promo	18 VP	Rotation Damage Marker									[VP]						Requires two full turns to repair. Cloaking Device is offline. *If printed RANGE>5, it is reduced to 5. HULL -50%
Rotation Damage Marker (TNG)	main	VP12VP_TNG-RDM	VP	Virtual_Promo	12 VP	Rotation Damage Marker									[VP]						Requires two full turns to repair. Cloaking Device is offline. *If printed RANGE>5, it is reduced to 5. HULL -50%
Rotation Damage Marker (TOS)	main	VP11VP_TOS-RDM	VP	Virtual_Promo	11 VP	Rotation Damage Marker									[VP]						Requires two full turns to repair. Cloaking Device is offline. *If printed RANGE>5, it is reduced to 5. HULL -50%
Rotation Damage Marker (VOY)	main_voy	VP14VP_VOY-RDM	VP	Virtual_Promo	14 VP	Rotation Damage Marker									[VP]						Requires two full turns to repair. Cloaking Device is offline. *If printed RANGE>5, it is reduced to 5. HULL -50%
% Dominion Battleship *VP	main	33VP_DominionBattleship	VP	Virtual_Promo	33 VP	SHIP	DOMINION	Battleship	9	10	10				[VP][GQ]	(CMD)(CMD)(CMD)(Stf)					Attributes all +3 if Founder, Vorta, and Jem'Hadar aboard. Holodeck, Tractor Beam, Invasive Transporters.
U.S.S. Voyager *VP	main_voy	43VP	VP	Virtual_Promo	43 VP	SHIP	FEDERATION	INTREPID	9	8	8				[VP][DQ]	(CMD)(STF)			Kathryn Janeway, The E.C.H.		Holodeck, Tractor Beam \DL/ Bio-Neural Gel Pack \DL/ Blue Alert
Starfleet Phaser Pistol *VP	main	44VP	VP	Virtual_Promo	44 VP	EQUIPMENT	STARFLEET								[AU][22][VP]						Starfleet use only. Each of your personnel present is STRENGTH +2 (or +3 if that personnel has Security). (Cumulative).
A Fast Ship Would Be Nice *VP	main	45VP	VP	Virtual_Promos	45 VP	DILEMMA	Space/Planet								[VP]						"Kills one personnel (opponent's choice). You may substitute a bodyguard or {Guard Drone} present OR an empty ship here (moved to opponent's side of spaceline; commandeered)."
Espionage: Bajoran on Dominion *VP	main	46VP	VP	Virtual_Promos	46 VP	EVENT									[VP]						Plays on any Dominion mission (for free if you have {Odo} there). Your Bajoran personnel may now attempt this mission. Discard after mission completed.
Wall of Ships *VP	main	47VP	VP	Virtual_Promos	47 VP	EVENT									[VP]						Downloads {any Enterprise}. Discard event. OR Plays on table. Adds 1 to RANGE, WEAPONS, and SHIELDS of each of your Enterprises. (Cumulative.)
We are the Borg *VP	main	48VP	VP	Virtual_Promos	48 VP	EVENT									[BO][VP]						"Downloads two [Def] drones; discard event. OR Plays on table. Each turn, report one of your [Bor] cards for free or make an additional end-of-turn draw (immune to {Kevin Uxbridge})."
Dr. McCoy *VP	main	49VP	VP	Virtual_Promos	49 VP	PERSONNEL	Federation	MEDICAL	8	8	5				[Stf][AU][VP][OS]		Human	Dr. McCoy			MEDICAL MEDICAL Exobiology Biology Each turn, may nullify one dilemma requiring MEDICAL where present. {Any I'm a Doctor, not}... card
First Officer Spock *VP	main	50VP	VP	Virtual_Promos	50 VP	PERSONNEL	Federation	SCIENCE	8	10	9				[Cmd][OS][MQ][TE][AU][VP]		Vulcan/Human	(Mr. Spock)	I.S.S. Enterprise		SCIENCE OFFICER Mindmeld Diplomacy Honor Transporter Skill Any [OS] Equipment card
James T. Kirk *VP	main	51VP	VP	Virtual_Promos	51 VP	PERSONNEL	Federation	OFFICER	9	8	7				[Cmd][VP]		Human	James T. Kirk			OFFICER Leadership Diplomacy Computer Skill Honor Any Captain's Order card Scores 5 points each time he helps solve a mission.
Future Enterprise *VP	main	52VP	VP	Virtual_Promos	52 VP	SHIP	Federation		13	10	9				[AU][VP]	[Cmd][AU]			Admiral Riker		Cloaking Device, Holodeck, Tractor Beam
Enterprise *VP	main	53VP	VP	Virtual_Promos	53 VP	SHIP	Starfleet		6	4	5				[AU][22][VP]	[Cmd]			Jonathan Archer		This ship is attributes +1 for each [Sta][Cmd] you have aboard it.
Dyson Sphere Door *VP	main	54VP	VP	Virtual_Promo	54 VP	DOORWAY															Place one atop Dilemma side deck (up to 13 dilemmas) during the seed phase. Dilemma side deck is now open and in play (immune to cards which close doorways). You may seed [AU] dilemmas. Dilemmas you download must come from here (ignoring cards that prevent downloading). When opponent seeds {Empok Nor}, you may download and seed up to three dilemmas related to Empok Nor beneath station from here.
Defiant Dedication Plaque *VP	main	55VP	VP	Virtual_Promos	55 VP	EVENT									[VP]						Plays on table. Each of your ships with its matching commander aboard is RANGE +2, or +3 if ship is Defiant class. (Not cumulative. Captain's Order.)
Surprise Party	main	57VP	VP	Virtual_Promos	57 VP	EVENT									[VP]						Plays on table. Your opponent may immediately draw up to two cards. At the end of each of your turns, you may draw an extra card. (Unique.)
Battle Bridge Door	main	battlebridgedoor	C, V	BOG, BaH	C, 1 V	DOORWAY									[BaH]						"Place one atop Battle Bridge side deck during the seed phase. Battle Bridge is now open and in play (immune to cards which close doorways). OR Stock in deck and play at start of ship battle (even during opponent's turn) if you have Leadership in that battle. Allows you to draw two extra Tactic cards (cumulative) or enhance each of your ships' and facilities' WEAPONS +1; then discard doorway."
Environmental Suit	main	environmentalsuit	P, V	AGT, BaH	P, 2 V	EQUIPMENT									[BaH]						You may discard this equipment to prevent a personnel present from being killed by a dilemma or a Tactic card (that personnel is stopped instead).
Tactical Console	main	tacticalconsole	U, V	DOM, BaH	U, 3 V	EVENT									[BaH]						Plays on your ship docked at your facility. While you have {Miles O'Brien} or a SECURITY-classification personnel aboard, ship is weapons +3. (Captain's Order.)
Make It So	main	makeitso	R, V	TWT, BaH	26 R, 4 V	INCIDENT									[BaH]						Seeds or plays on table. Once each turn, if your staffed ship has its matching commander aboard, you may |unstop| it (once per game per Ship card title) OR download {Ready Room Door} (to download a Captain's Order) OR, if that ship is in battle (even during opponent's turn), download a Tactic card (once per game per Tactic card title). Discard incident after use, unless that matching commander has [Ent-E] icon.
Attack Pattern Delta	main	attackpatterndelta	U, V	BOG, BaH	U, 5 V	INTERRUPT									[BaH]						Plays at start of ship battle. Doubles one {Tactical Console} until end of battle OR draw up to X additional Tactic cards, where X=the number of your ships in this battle.
Attack Wing	main	attackwing	C, V	BOG, BaH	C, 6 V	TACTIC									[BaH]						ATTACK 1 DEFENSE 2 ATTACK bonus +1 for each of your ships firing. DEFENSE bonus +1 if you have a Jem'Hadar attack ship defending. Hit = >>. Direct hit = >>>>. Sickbay damaged: randomly kills one MEDICAL, Exobiology or disabled personnel (on a Nor, one personnel in Infirmary). RANGE -1 WEAPONS -1 SHIELDS -1 HULL -25%
Bajoran Phaser Banks	main	bajoranphaserbanks	C, V	TWT, BaH	115 C, 7 V	TACTIC									[BaH]						ATTACK 1 DEFENSE 1 ATTACK and DEFENSE bonus +2 if you have a Bajoran ship firing with Resistance or Navigation aboard (or +4 if one crew member has both skills). Hit = >>. Direct hit = >>>>. Casualties: randomly kills one personnel (on a Nor, one personnel at a site of opponent's choice). RANGE -1WEAPONS -1SHIELDS -1 HULL -30%
Borg Cutting Beam	main	borgcuttingbeam	R, V	BOG, BaH	R, 8 V	TACTIC									[BO][BaH]						"ATTACK 1 DEFENSE 3 If you hit, you may relocate one of target's crew members (random selection; from any one site if on a Nor) to one of your ships in this battle and assimilate that personnel. Hit or direct hit = v. SHIELDS -2 HULL -40%"
Breen Disruptor Burst	main	breendisruptorburst	C, V	TWT, BaH	116 C, 9 V	TACTIC									[BaH]						ATTACK 2 DEFENSE 2 ATTACK bonus +2 if you have a Breen ship firing. Hit = >>. Direct hit = >>>>. Casualties: randomly kills one personnel (on a Nor, one personnel at site of opponent's choice). RANGE -2WEAPONS -2SHIELDS -2 HULL -35%
Breen Energy-dampening Weapon	main	breenenergydampeningweapon	R, V	TWT, BaH	117 R, 10 V	TACTIC									[BaH]						ATTACK 3 DEFENSE 1 Requires a ship with Energy Dampener firing. Hit or direct hit = v> and, unless target is U.S.S. Sao Paulo, I.K.C. Ki'tang, or has Energy Dampener, |power surge| also disables RANGE and WEAPONS. Power surge: special equipment off line. Discard this damage marker at end of opponent's next turn. SHIELDS -2 HULL -20%
Chain Reaction Pulsar	main	chainreactionpulsar	U, V	TWT, BaH	118 U, 11 V	TACTIC									[BaH]						ATTACK 5 DEFENSE 0 Requires a staffed ship which has three or more staffing icons firing. ATTACK bonus +1 if Akira class. Hit or direct hit = v and nullifies one Event card enhancing target's attributes (once per turn). Scanners offline: you may play Scan and Full Planet Scan only where you have an undamaged ship. RANGE -1WEAPONS -1SHIELDS -3 HULL -35%
Crimson Forcefield	main	crimsonforcefield	U, V	BOG, BaH	U, 12 V	TACTIC									[BaH]						ATTACK 0 DEFENSE 2 Harmless pyrotechnic ruse nullifies opponent's Tactic card unless opponent has an OFFICER with CUNNING>8 aboard a ship or facility in this battle. Hit = >. Direct hit = >>. Cloaking Device offline. RANGE -2WEAPONS -2SHIELDS -3 HULL -40%
Evasive Maneuvers	main	evasivemaneuvers	C, V	BOG, BaH	C, 13 V	TACTIC									[BaH]						ATTACK -2DEFENSE 4 DEFENSE bonus +2 if you have a ship with no staffing requirements defending. Hit = >>. Direct hit = >>>>. Plasma leak: randomly kills one ENGINEER, Astrophysics or Physics personnel (on a Nor, one personnel in Ore Processing Unit). RANGE -1 HULL -35%
Ferengi Energy Weapon	main	ferengienergyweapon	C, V	ROA, BaH	C, 14 V	TACTIC									[BaH]						ATTACK 1 DEFENSE 2 ATTACK bonus +2 if you have a Ferengi ship firing. Hit = >>. Direct hit = >>>>. Casualties: randomly kills one personnel (on a Nor, one personnel at site of opponent's choice). RANGE -1 WEAPONS -1 SHIELDS -2HULL -30%
Full Phaser Spread	main	fullphaserspread	C, V	BOG, BaH	C, 15 V	TACTIC									[BaH]						ATTACK 3 DEFENSE 2 ATTACK bonus +1 if you have a Galaxy-class ship firing. Hit = >>. Direct hit = >>>>. Science panel destroyed: randomly kills one SCIENCE or Stellar Cartography personnel (on a Nor, one personnel in Science Lab). RANGE -1 WEAPONS -1 SHIELDS -1HULL -30%
Isolytic Burst	main	isolyticburst	U, V	TMP, BaH	127 U, 16 V	TACTIC									[BaH]						ATTACK 3 DEFENSE 0 Requires a Son'a Battleship or Li'seria firing. If you hit, randomly kills one additional personnel (on a Nor, one personnel at site of opponent's choice). Hit = v>. Direct hit = v>>>. Casualties: Randomly kills one personnel (on a Nor, one personnel at site of opponent's choice). RANGE -3HULL -30%
Maximum Firepower	main	maximumfirepower	R, V	BOG, BaH	R, 17 V	TACTIC									[BaH]						ATTACK 6DEFENSE -3 Hit = >> (or >>> if you have Future Enterprise, I.K.C. Chang, I.K.C. Fek'lhr, Decius, any [AU] ship with the word |future| in its lore or a Borg cube firing). Direct hit = >>>>. Transporters offline. SHIELDS -2HULL -20%
Phased Polaron Beam	main	phasedpolaronbeam	C, V	BOG, BaH	C, 18 V	TACTIC									[BaH]						ATTACK 1 DEFENSE 2 ATTACK bonus +2 if you have a Dominion ship firing. Hit = >>. Direct hit = >>>>. Casualties: randomly kills one personnel (on a Nor, one personnel at site of opponent's choice). RANGE -1 WEAPONS -2 SHIELDS -2HULL -30%
Phaser Banks	main	phaserbanks	C, V	BOG, BaH	C, 19 V	TACTIC									[BaH]						ATTACK 1 DEFENSE 2 ATTACK bonus +2 if you have a Federation ship firing. Hit = >>. Direct hit = >>>>. Casualties: randomly kills one personnel (on a Nor, one personnel at site of opponent's choice). RANGE -1 WEAPONS -2 SHIELDS -1HULL -30%
Photon Torpedo	main	photontorpedo	C, V	BOG, BaH	C, 20 V	TACTIC									[BaH]						ATTACK 2 DEFENSE 2 ATTACK bonus +1 if you have an Akira-class ship firing. Hit = >>. Direct hit = >>>>. Tactical panel overload: randomly kills one SECURITY or Computer Skill personnel (on a Nor, one personnel in Security Office). WEAPONS -1 SHIELDS -1HULL -35%
Picard Maneuver	main	picardmaneuver	R, V	BOG, BaH, Errata	R, 21 V	TACTIC									[BaH]						ATTACK 3 DEFENSE 0 If you initiated ship battle with your matching commander aboard your ship, it appears to be in two places at once and has a 50/50 chance to avoid all damage this battle. Hit = >>. Direct hit = >>>>. EPS taps overloaded: Opponent may immediately download to this ship one {Plasma Fire} or {Warp Core Breach} (if possible).
Plasma Energy Burst	main	plasmaenergyburst	C, V	ROA, BaH	C, 22 V	TACTIC									[BaH]						ATTACK 0 DEFENSE 2 ATTACK bonus +4 and DEFENSE bonus +2 if you have a D'Kora-class ship firing. Hit = v>>. Direct hit = v>>>>. Otherwise, causes electromagnetic disruptions (). EM burst: until end of your next full turn, WEAPONS disabled and all ENGINEER-classification personnel are |stopped|. WEAPONS -1 SHIELDS -1
Plasma Torpedo	main	plasmatorpedo	C, V	BOG, BaH	C, 23 V	TACTIC									[BaH]						ATTACK 1DEFENSE 2 ATTACK bonus +2 if you have a Romulan ship firing. Hit = >>. Direct hit = >>>>. Casualties: randomly kills one personnel (on a Nor, one personnel at site of opponent's choice). RANGE -1WEAPONS -1SHIELDS -2 HULL -30%
Primary Energy Weapon	main	primaryenergyweapon	C, V	BOG, BaH	C, 24 V	TACTIC									[BaH]						ATTACK 1DEFENSE 2 ATTACK bonus +2 if you have a Borg ship firing. Hit = >>. Direct hit = >>>>. Casualties: randomly kills one personnel (on a Nor, one personnel at site of opponent's choice). RANGE -1WEAPONS -2SHIELDS -2 HULL -30%
Pulse Disruptor	main	pulsedisruptor	C, V	BOG, BaH	C, 25 V	TACTIC									[BaH]						ATTACK 1DEFENSE 2 ATTACK bonus +2 if you have a Klingon ship firing. Hit = >>. Direct hit = >>>>. Casualties: randomly kills one personnel (on a Nor, one personnel at site of opponent's choice). RANGE -2WEAPONS -1SHIELDS -1 HULL -30%
Pulse Phaser Cannons	main	pulsephasercannons	C, V	BOG, BaH	C, 26 V	TACTIC									[BaH]						ATTACK 4DEFENSE 1 ATTACK bonus +1 if you have a Defiant-class ship firing. Hit = >>. Direct hit = >>>>. Tractor beam offline. WEAPONS -1SHIELDS -1 HULL -20%
Quantum Torpedo	main	quantumtorpedo	C, V	BOG, BaH	C, 27 V	TACTIC									[BaH]						ATTACK 5DEFENSE 0 ATTACK bonus +1 if you have a Sovereign-class ship firing. Hit = >>. Direct hit = >>>>. Sensors offline: crew cannot attempt space missions. WEAPONS -2SHIELDS -2 HULL -15%
Riker Maneuver	main	rikermaneuver	U, V	TMP, BaH	128 U, 28 V	TACTIC									[BaH]						"ATTACK 4 DEFENSE -1 Requires a ship at a nebula firing; ATTACK bonus +3 if William T. Riker aboard. Hit = v>. Direct hit = v>>>. and another opposing ship present (your choice) is also hit = >>. Plasma containment rupture: opponent may immediately download Plasma Fire to this ship. RANGE -2WEAPONS -2SHIELDS -2 HULL -30%"
Spiral-wave Disruptor	main	spiralwavedisruptor	C, V	BOG, BaH	C, 29 V	TACTIC									[BaH]						ATTACK 1DEFENSE 2 ATTACK bonus +2 if you have a Cardassian ship firing. Hit = >>. Direct hit = >>>>. Casualties: randomly kills one personnel (on a Nor, one personnel at site of opponent's choice). RANGE -2WEAPONS -1SHIELDS -1 HULL -30%
Strafing Run	main	strafingrun	C, V	BOG, BaH	C, 30 V	TACTIC									[BaH]						ATTACK 4 DEFENSE -1 ATTACK bonus +1 if you have a Hideki-class ship firing. Hit = v>. Direct hit = v>>>. Bridge damaged: randomly kills one OFFICER, Leadership or Navigation personnel (on a Nor, one personnel in Ops). RANGE -1WEAPONS -1SHIELDS -1 HULL -20%
T'pol/Soong Manuever	main	tpolsoongmanuever	P, V	ENT, BaH	58 P, 31 V	TACTIC									[BaH]						ATTACK 0 DEFENSE 2 --- ATTACK bonus +3 and DEFENSE bonus +2 if you have a NX-class ship firing. Hit = v>. Direct hit = v>>>. --- Burn and Turn: until the end of your next full turn, this ship may not move to a mission where an opponent has a ship. RANGE -2 WEAPONS -1 SHIELDS -1
Target Engines	main	targetengines	C, V	BOG, BaH	C, 32 V	TACTIC									[BaH]						ATTACK 2DEFENSE 1 ATTACK bonus +1 if you have a Dominion ship firing. Hit = v>. Direct hit = v>>>. RANGE enhancements offline. RANGE -2 HULL -25%
Target Shields	main	targetshields	C, V	BOG, BaH	C, 33 V	TACTIC									[BaH]						ATTACK 2DEFENSE 2 Hit = v>. Direct hit = v>>>. Otherwise, drains target's SHIELDS (v). SHIELDS enhancements offline. SHIELDS -2
Target These Coordinates	main	targetthesecoordinates	R, V	BOG, BaH	R, 34 V	TACTIC									[BaH]						ATTACK 3 DEFENSE 1 Hit = v> (or v>> if target is affected by Weak Spot). Direct hit = v>>>. Shields fluctuating: opponent's transporters, if operated by Transporter Skill personnel, may beam through SHIELDS. RANGE -1 WEAPONS -1SHIELDS -1HULL -20%
Target Warp Field Coils	main	targetwarpfieldcoils	C, V	TMP, BaH	129 C, 35 V	TACTIC									[BaH]						ATTACK 2 DEFENSE 2 May not be used to fire upon a facility. Hit = v>. Direct hit = v>>>. Warp drive off line: opponent may immediately download Engine Imbalance to this ship as an interrupt (immune to Amanda Rogers). RANGE -3 HULL -30%
Target Weapons	main	targetweapons	C, V	BOG, BaH	C, 36 V	TACTIC									[BaH]						ATTACK 2 DEFENSE 1 ATTACK bonus +1 if you have a Dominion ship firing. Hit = v>. Direct hit = v>>>. WEAPONS enhancements offline. WEAPONS -2HULL -25%
Armus: Energy Field	main	SoG_1	V	SoG	1 V	DILEMMA	Space														One personnel (random selection) aboard each of your ships here is |stopped.| To get past, crew must be able to meet mission requirements (even if playing Borg).
Armus: Roulette	main	SoG_2	V	SoG	2 V	DILEMMA	Planet														If four personnel (random selection) have CUNNING>30 OR one of them has Leadership and INTEGRITY>7, discard dilemma. Otherwise, one is killed (opponent's choice) and the other selected personnel are |stopped.| Mission continues.
Helpless	main	SoG_3	V	SoG	3 V	DILEMMA	Planet														One Away Team member is chosen (random selection). If that personnel does not have a skill in mission requirements, that personnel and one other personnel (random selection) are |stopped| (even if playing Borg).
High Rollers	main	SoG_4	V	SoG	4 V	DILEMMA	Planet								[AU][2]						Opponent may download and seed here any two {Royale Casino} dilemmas, then place on mission. Each Royale Casino dilemma you face here first |stops| one Away Team member (your choice).
Royale Casino: Elevator	main	SoG_5	V	SoG	5 V	DILEMMA	Planet					7			[AU]						"Opponent may report a personnel. Return one of your Away Team members to hand (your choice). Compare those personnel; highest total printed attributes wins points. Discard dilemma."
Shore Leave	main	SoG_6	V	SoG	6 V	DILEMMA	Planet														To get past requires a male and a female OR Honor + INTEGRITY>50. Opponent may then download and seed here up to two of the following (except Combo dilemmas): {Female's Love Interest}, {Male's Love Interest}, {Parallel Romance}, or {Wind Dancer}.
The Arsenal: Divided	main	SoG_7	V	SoG	7 V	DILEMMA	Space														Divide your unique crew members into two face-down piles. One pile is |stopped| (opponent's choice). To get past, ship must be staffed and have INTEGRITY>27 remaining.
The Loss	main	SoG_8	V	SoG	8 V	DILEMMA	Space/Planet														To get past requires 2 Empathy OR 2 Mindmeld OR 2 androids OR INTEGRITY>38. Opponent may then download and seed here up to two of the following: {Bendii Syndrome}, {Helpless}, {System-Wide Cascade Failure}, or {Two-Dimensional Creatures}.
The Vengeance Factor	main	SoG_9	V	SoG	9 V	DILEMMA	Planet								[2]						Opponent may download and seed here up to two of the following (except Combo dilemmas): {Microvirus}, {The Gatherers}, or {Yuta}, then place on mission. Skill and attributes requirements of Microvirus and The Gatherers here are doubled.
Dyson Sphere Door	main	SoG_10	V	SoG	10 V	DOORWAY															Place one atop Dilemma side deck (up to 13 dilemmas) during the seed phase. Dilemma side deck is now open and in play (immune to cards which close doorways). You may seed [AU] dilemmas. Dilemmas you download must come from here (ignoring cards that prevent downloading). When opponent seeds {Empok Nor}, you may download and seed up to three dilemmas related to Empok Nor beneath station from here.
Emergency Transport Unit	main	SoG_11	V	SoG	11 V	EQUIPMENT															You may return this equipment to hand to prevent a personnel present from being killed by a dilemma (that personnel is placed on your ship here and is |stopped|).
All-Consuming Evil	main	SoG_12	V	SoG	12 V	EVENT															Seeds or plays on {Vagra II}. Double effects of all Armus dilemmas. Once per game, may suspend play to download {any Armus} dilemma and seed it beneath any mission, then discard event. (Immune to {Kevin Uxbridge}.)
D'jarras	main	SoG_13	V	SoG	13 V	EVENT									[2]						Plays on table. All of your [Baj] OFFICER-classification personnel gain CIVILIAN. All of your [Baj] CIVILIAN-classification personnel gain OFFICER.
Duck Blind	main	SoG_14	V	SoG	14 V	EVENT															Seeds or plays on your Alpha Quadrant planet mission (except a homeworld). End of each turn, if your 2 Anthropology present, draw an extra card. (Immune to {Kevin Uxbridge}.)
Federation Flagship: Renewed	main	SoG_15	V	SoG	15 V	EVENT															Plays on your [Fed] Enterprise (except [OS]). End of each turn, if ship is undocked, uncloaked, and has its matching commander aboard at a [S] mission, draw an additional card. (Unique.)
Shades of Gray: Anguish	main	SoG_16	V	SoG	16 V	EVENT									[HA]						Seeds or plays on table. Doubles requirements of each {Cosmic String Fragment}, {Gravitic Mine}, {Menthar Booby Trap}, and {Null Space}, and personnel that help overcome those dilemmas are |stopped.| (Immune to {Kevin Uxbridge}.)
Shades of Gray: Brutality	main	SoG_17	V	SoG	17 V	EVENT									[HA]						Seeds or plays on table. Doubles skill requirements of each {Archer}, {Barclay's Protomorphosis Disease}, {Interphasic Plasma Creatures}, {Tsiolkovsky Infection}, and {Nanites}. (Immune to {Kevin Uxbridge}.)
Shades of Gray: Cruelty	main	SoG_18	V	SoG	18 V	EVENT									[HA]						"Seeds or plays on table. Adds 2 Exobiology to each set of requirements on each {Alien Abduction}; {Chalnoth}; {Coalescent Organism}; {Shaka, When the Walls Fell}; and {Zaldan}. (Immune to {Kevin Uxbridge}.)"
Shades of Gray: Despair	main	SoG_19	V	SoG	19 V	EVENT									[HA]						Seeds or plays on table. Adds 1 to every printed number that appears on each {Ancient Computer}, {Birth of |Junior|}, {Nitrium Metal Parasites}, and {Rascals} (except Combo dilemmas). (Immune to {Kevin Uxbridge}.)
Son'a Observatory	main	SoG_20	V	SoG	20 V	FACILITY	Non-Aligned	Station			20										Seeds on {Ba'ku Planet}. Cloaking Device. Your Son'a cards may report here (for free, once each turn). Twice per game, you may download a Son'a personnel OR {Matthew Dougherty} here.
Starbase One	main	SoG_21	V	SoG	21 V	FACILITY	Starfleet	Outpost			28				[22][AU]						Build at your completed mission where you have a [SF] ENGINEER. \DL/ Any [SF] card
Federation Flagship: Relaunched	main	SoG_22	V	SoG	22 V	INCIDENT															"Seeds on table; download {U.S.S. Enterprise-E} to your [Fed] Outpost (opponent may >). Your [Ent-E] and [Fed][FC] personnel may report aboard your U.S.S. Enterprise-E. Once each turn, one such personnel may do so for free. Your three [Ent-E] personnel present together may meet an additional [Cmd] staffing requirement. Discard this incident if you have a [Fed] personnel in play who is not [Ent-E] or [FC]."
Holoprogram: Historical Poker Game	main	SoG_23	V	SoG	23 V	INCIDENT															Seeds or plays on your ship with a Holodeck. In place of your normal card play, you may download {Albert Einstein}, {Sir Isaac Newton}, or {Stephen Hawking} aboard. Once per turn, if all three are aboard, you may |observe greatness|: discard a card from hand, place bottom card of discard pile beneath draw deck or out-of-play, then draw one card (or up to two if {Data} is present).
Hotel Royale	main	SoG_24	V	SoG	24 V	INCIDENT									[AU]						Plays on {Theta VIII}. Your cards with |Hotel Royale| or |Royale Casino| in lore may report on planet (for free, once each turn). Points you score from Royale Casino dilemmas faced by your opponent's personnel do not count towards {Writ of Accountability}. OR Plays to download {The Charybdis} or a personnel with |Hotel Royale| or |Royale Casino| in lore, then discard incident.
maH nlv	main	SoG_25a	V	SoG	25 V	INCIDENT															Seeds on table. Your [22] Klingons may report where you have an [OS] Klingon (or vice-versa). Your [22] and [OS] Klingons may use 2 Treachery as if it were 1 Honor. OR Plays on your crew or Away Team of at least three [22] Klingons. Replace those Klingons (place out-of-play)by downloading an equal number of [OS] or [22] Klingon personnel.
Seductive Dance	main	SoG_26	V	SoG	26 V	INCIDENT									[Crime]						Plays on table. Once each turn, when your {Commander Uhura} or slave girl is facing a dilemma, discard your event from play to choose one: one personnel present adds a skill from another personnel present until the end of the dilemma OR all personnel present are attributes all +1 until the end of current mission attempt OR one personnel present about to be killed is |stopped| instead.
Warp Speed Transfer	main	SoG_27	V	SoG	27 V	INCIDENT									[Pursuit]						"Plays on table. When your crew is attempting a space mission aboard your ship, you may suspend play to move your other staffed ship on the same spaceline (up to double its full RANGE) to that mission and place one personnel aboard on the attempting ship; that personnel joins the crew. Each ship's RANGE for this turn is used, then place incident out-of-play. (Unique.)"
Cluttering Irrelevancies	main_voy	SoG_28	V	SoG	28 V	INTERRUPT															Once per turn, plays at start of mission attempt to target your [Holo] personnel. That personnel gains any skill until the end of the mission attempt, then returns to hand.
Investigate Anachronism	main	SoG_29	V	SoG	29 V	MISSION	(Planet), [FEDERATION][KLINGON][NON ALIGNED]					30	Theta VIII	2							Anthropology x2 + (Greed x2 OR CUNNING>33) When seeded, you may download {Hotel Royale} here.
Save Stranded Crew	main	SoG_30	V	SoG	30 V	MISSION	(Planet), Any Away Team may attempt mission.					30	Vagra II	3							Transporter Skill + Leadership + ENGINEER x2 When seeded, you may download {All-Consuming Evil}.
% Brilgar	main	SoG_31	V	SoG	31 V	PERSONNEL	Bajoran	SECURITY	6	6	7				[Stf]		Bajoran				SECURITY * Anthropology * Law
# Borg Queen *SoG	main_voy	SoG_32	V	SoG	32 V	PERSONNEL	Borg		6	12	6				[Com][Nav][Def][DQ]				Queen's Borg Cube, Queen's Borg Sphere, Borg Queen's Ship		"* When reported, selects any skill; may change skill at start of each turn. * Leadership * Treachery * Twice per game, may download {We Are the Borg}."
% Six of Seven	main	SoG_33	V	SoG	33 V	PERSONNEL	Borg	SCIENCE	7	5	5				[DQ][Com]		Human	Requisitions Drone			* SCIENCE * Archaeology * Physics * Once per game, may download {Bynars Data Transfer} in place of your normal card play.
Aquiel Uhnari	main	SoG_34	V	SoG	34 V	PERSONNEL	Federation	SCIENCE	6	6	4				[Stf]		Haliian				SCIENCE Anthropology Computer Skill Exobiology Youth \DL/ {Canar}
Mr. Tuvok *SoG	main	SoG_35	V	SoG	35 V	PERSONNEL	Federation	SECURITY	7	8	8				[TE][Stf][MQ]		Vulcan	{Tuvok}			SECURITY * Computer Skill * Mindmeld * Memory Omega * Once per game, may be taken into hand from draw deck when any player uses the \DL/ on a [MQ] card.
Mrs. O'Brien	main	SoG_36	V	SoG	36 V	PERSONNEL	Federation	CIVILIAN	7	7	3						Human	Keiko O'Brien			CIVILIAN * Biology * Exobiology * Honor * SCIENCE * May draw a card for each Youth personnel that enters play here (once per game per affiliation).
% Stephen Hawking	main	SoG_37	V	SoG	37 V	PERSONNEL	Federation	SCIENCE	8	11	1				[Holo]		Hologram				SCIENCE * Physics * Astrophysics * Music
